,INDP,count_target,count_deidentified
3,1070,4,2.0
35,1080,3,0.0
54,1090,1,0.0
45,1170,4,0.0
5,1180,13,0.0
18,1270,3,0.0
9,1280,16,0.0
24,1290,2,0.0
25,1370,5,0.0
56,1480,1,0.0
43,1590,1,0.0
55,1670,1,0.0
13,1691,3,0.0
40,1770,1,0.0
47,1790,2,0.0
53,1870,1,0.0
51,1880,1,0.0
39,1990,9,0.0
34,2070,1,0.0
7,2090,2,0.0
49,2170,1,0.0
46,2180,1,0.0
30,2190,5,0.0
33,2280,3,0.0
20,2290,4,0.0
12,2370,9,0.0
29,2380,6,0.0
19,2390,3,0.0
42,2490,1,0.0
21,2570,2,0.0
15,2590,1,0.0
10,2670,11,0.0
48,2680,1,0.0
38,2690,1,0.0
1,2770,3,0.0
37,2780,1,0.0
4,2870,4,0.0
6,2880,4,0.0
52,2890,2,0.0
16,2980,2,0.0
41,3070,6,0.0
36,3080,2,0.0
0,3291,11,0.0
28,3365,3,0.0
17,3370,2,0.0
31,3390,5,0.0
50,3470,1,0.0
26,3490,9,0.0
2,3570,17,0.0
14,3580,5,0.0
32,3670,1,0.0
44,3875,3,0.0
27,3895,4,0.0
8,3960,5,0.0
22,3970,2,0.0
23,3980,9,0.0
11,3990,7,0.0
