,INDP_CAT,count_target,count_deidentified
0,-1,2478,190.0
1,12,404,10.0
2,11,384,11.0
3,10,340,11.0
4,6,327,12.0
5,14,317,12.0
6,9,242,5.0
7,4,231,2.0
8,7,172,3.0
9,15,153,2.0
10,3,146,5.0
11,16,143,4.0
12,13,119,11.0
13,8,67,5.0
14,18,51,2.0
15,5,41,1.0
16,0,14,2.0
17,2,14,0.0
18,17,6,0.0
19,1,1,0.0
