,RAC1P,count_target,count_deidentified
0,1,15094,14522.0
1,2,7161,7720.0
2,6,2211,2197.0
3,8,904,973.0
4,3,877,858.0
5,9,876,848.0
6,5,97,108.0
7,7,31,27.0
8,4,2,0.0
