,EDU,count_target,count_deidentified
0,9,603,648
1,10,400,368
2,5,386,395
3,7,382,395
4,3,229,203
5,4,182,162
6,8,144,185
7,12,89,96
8,2,75,79
9,-1,71,87
10,11,69,77
11,1,60,61
12,6,39,38
