,POVPIP,count_target,count_deidentified
0,16,9972,4756
1,-1,1513,684
2,8,1318,551
3,3,1311,480
4,10,1297,521
5,4,1296,498
6,6,1292,546
7,1,1286,458
8,11,1284,598
9,2,1283,407
10,7,1276,498
11,0,1271,513
12,5,1264,510
13,9,1257,581
14,12,333,155
