,INDP,count_target,count_deidentified
5,6070,39,21.0
9,6080,29,30.0
8,6090,4,3.0
4,6170,131,123.0
7,6180,92,56.0
0,6190,90,57.0
10,6270,8,3.0
11,6280,1,0.0
1,6290,69,38.0
2,6370,84,36.0
3,6380,73,31.0
6,6390,37,32.0
