,feature,divergence
22,PWGTP,2.0243371212121213
23,WGTP,1.4082307174822317
1,AGEP,1.29299081920904
14,PINCP,0.8592120044936609
15,PINCP_DECILE,0.7280131600064195
13,EDU,0.5859938323521167
11,INDP,0.5713845653395367
12,INDP_CAT,0.26891628140802587
7,NPF,0.2379079324935557
3,MSP,0.1295496016448214
16,POVPIP,0.11178247847981829
6,NOC,0.08168688147115237
10,DENSITY,0.03307720861172974
0,PUMA,0.03303081317989531
4,HISP,0.0327403802068069
2,SEX,0.03259451565147309
9,OWN_RENT,0.014807741411479482
19,DPHY,0.014444326891428036
18,DREM,0.011967414269035324
8,HOUSING_TYPE,0.009796681708005454
5,RAC1P,0.006058561321719214
17,DVET,0.0031009585716048876
20,DEYE,0.001993095307087637
21,DEAR,0.0019429735685523655
