,PWGTP,count_target,count_deidentified
0,9,165,172
1,11,163,152
2,7,161,192
3,17,158,161
4,6,158,163
5,15,157,167
6,18,153,155
7,8,153,135
8,4,148,175
9,12,143,132
10,5,133,137
11,19,129,110
12,16,127,136
13,14,127,135
14,13,116,127
15,10,114,116
16,3,102,102
17,2,87,79
18,0,87,93
19,1,70,72
