,WGTP,count_target,count_deidentified
0,8,179,191
1,9,173,160
2,10,161,138
3,17,157,170
4,16,157,141
5,18,154,158
6,7,150,172
7,6,146,118
8,11,144,148
9,15,138,160
10,4,135,148
11,12,128,134
12,5,126,163
13,13,124,125
14,14,124,129
15,19,122,109
16,0,120,144
17,3,96,97
18,2,65,55
19,1,52,51
