,PINCP_DECILE,count_target,count_deidentified
0,-1,4247,4273
1,9,3308,3319
2,0,3121,3114
3,2,2301,2299
4,8,2295,2305
5,3,2062,2053
6,4,2046,2050
7,7,2012,1994
8,5,1980,1990
9,1,1951,1937
10,6,1930,1919
