,POVPIP,count_target,count_deidentified
0,13,4423,4416
1,-1,385,389
2,1,368,316
3,4,367,387
4,5,367,374
5,0,362,408
6,6,361,339
7,2,358,343
8,3,356,370
9,7,287,292
