,INDP_CAT,count_target,count_deidentified
0,-1,2703,2711
1,10,826,822
2,11,564,552
3,12,539,493
4,6,493,491
5,4,441,437
6,9,415,406
7,14,408,393
8,3,250,270
9,16,201,191
10,15,195,198
11,8,150,175
12,7,149,152
13,13,129,132
14,5,89,84
15,2,34,39
16,0,18,33
17,17,15,27
18,18,14,15
19,1,1,13
