,AGEP,count_target,count_deidentified
0,13,490,484
1,9,426,434
2,17,424,425
3,6,414,401
4,0,413,432
5,10,408,405
6,4,404,410
7,5,390,400
8,18,387,399
9,19,379,384
10,1,375,392
11,3,374,371
12,16,372,369
13,8,355,336
14,7,346,340
15,14,342,345
16,12,339,330
17,15,335,339
18,2,332,323
19,11,329,315
