,RAC1P,count_target,count_deidentified
0,1,5285,708.0
1,2,1183,56.0
2,3,584,0.0
3,6,414,5.0
4,8,400,0.0
5,9,299,0.0
6,5,83,0.0
7,7,14,0.0
8,4,2,0.0
