,AGEP,count_target,count_deidentified
0,3,536,78.0
1,17,512,42.0
2,0,487,37.0
3,13,487,101.0
4,12,485,45.0
5,15,484,47.0
6,1,477,53.0
7,19,466,0.0
8,18,442,24.0
9,2,410,29.0
10,9,409,19.0
11,8,398,20.0
12,11,397,44.0
13,14,383,67.0
14,7,350,52.0
15,6,347,35.0
16,16,346,38.0
17,10,336,8.0
18,5,262,30.0
19,4,250,0.0
