,NOC,count_target,count_deidentified
0,0,4733,514.0
1,2,1258,128.0
2,1,1016,93.0
3,3,671,34.0
4,-1,266,0.0
5,4,233,0.0
6,5,71,0.0
7,6,16,0.0
