,PINCP_DECILE,count_target,count_deidentified
0,-1,1682,1690
1,0,990,979
2,8,913,920
3,9,875,869
4,7,863,868
5,6,799,796
6,5,777,771
7,3,713,712
8,4,693,695
9,2,624,628
10,1,347,348
