,NPF,count_target,count_deidentified
0,2,2568,2582
1,3,1685,1664
2,4,1645,1632
3,-1,1273,1278
4,5,1156,1155
5,6,569,552
6,7,275,289
7,8,81,74
8,13,13,19
9,11,11,31
