,Target samples,Deid. samples
0,30,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,17,1
7,0,0
8,0,0
9,32,3
10,0,0
11,0,0
12,0,0
13,0,0
14,6,1
15,0,0
16,42,8
17,10,2
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,274,96
27,0,0
28,0,0
29,0,0
30,168,72
31,0,0
32,0,0
33,380,186
34,167,87
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,3,2
41,17,12
42,184,133
43,624,480
44,0,0
45,0,0
46,533,451
47,17,15
48,37,34
49,0,0
50,23409,23432
51,0,0
52,0,0
53,14,16
54,0,0
55,0,0
56,0,0
57,1123,1559
58,0,0
59,0,0
60,34,51
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,1,2
68,0,0
69,0,0
70,0,0
71,88,213
72,20,52
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,12,43
79,0,0
80,5,20
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,3,24
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,3,154
99,0,104
