,NOC,count_target,count_deidentified
0,0,1637.0,1639
1,2,460.0,452
2,1,329.0,316
3,3,208.0,204
4,4,89.0,87
5,-1,38.0,40
6,5,21.0,14
7,6,0.0,7
8,7,0.0,7
9,11,0.0,7
