,feature,divergence
1,AGEP,1.160516233111514
10,POVPIP,0.4489300323788458
7,NPF,0.13898830640613646
9,PINCP_DECILE,0.12576077535638547
2,SEX,0.1126062218932391
3,MSP,0.08635870344206237
6,NOC,0.03557415963888767
5,RAC1P,0.03347715266808511
4,HISP,0.022121917024558433
8,OWN_RENT,0.011651344923989837
0,PUMA,0.0017596050504358196
