,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.023184753804013546,-0.08368976064856022,0.13680610913636215,0.014689336535647107,0.03025160668602765,-0.32767161688037877,-0.35278416520211947,-0.06666941301880218,0.11008359076213431
SEX,-0.02318475380401355,1.1102230246251565e-16,-0.009018208110294117,0.005090927664561852,0.006022551513878472,0.022095308018774087,0.0006389217703667363,0.005751919924119692,0.08434116427209576,0.02230194083219939
MSP,-0.08368976064856022,-0.009018208110294117,0.0,0.04176874367830532,-0.012938585280625636,0.0009997382297134913,-0.02741014712949323,-0.001754668835890441,0.01616582319130872,0.05152007896132432
RAC1P,0.13680610913636215,0.005090927664561851,0.04176874367830531,0.0,-0.0811629977787973,-0.020645981735735203,0.033286341726357443,0.07501677735922038,-0.0008530462182095595,-0.03394701976421184
HOUSING_TYPE,0.014689336535647107,0.006022551513878472,-0.01293858528062558,-0.0811629977787973,0.0,0.02573192174604977,0.02771409360671337,0.01669813244835469,0.0032015603910912054,0.0740429315103558
OWN_RENT,0.030251606686027648,0.022095308018774084,0.0009997382297134913,-0.020645981735735203,0.02573192174604977,-1.1102230246251565e-16,-0.01700798822853731,-0.0012526368225309198,0.0015021687777603686,-0.011608899067098517
EDU,-0.32767161688037877,0.0006389217703667363,-0.027410147129493218,0.03328634172635744,0.02771409360671337,-0.01700798822853731,0.0,-0.07825605786466766,-0.021137973345299352,-0.022314729756716847
PINCP_DECILE,-0.3527841652021195,0.005751919924119692,-0.001754668835890441,0.07501677735922038,0.016698132448354663,-0.0012526368225309198,-0.0782560578646676,0.0,-0.0490618329263239,-0.028860944043365505
DVET,-0.06666941301880218,0.08434116427209576,0.01616582319130872,-0.0008530462182095595,0.0032015603910912054,0.0015021687777603686,-0.021137973345299356,-0.0490618329263239,0.0,0.047341705899815616
DEYE,0.11008359076213431,0.02230194083219939,0.05152007896132433,-0.03394701976421185,0.0740429315103558,-0.011608899067098517,-0.022314729756716847,-0.02886094404336551,0.04734170589981562,0.0
