,AGEP,count_target,count_deidentified
0,3,1716,1760
1,12,1630,1692
2,15,1550,1583
3,17,1531,1572
4,7,1511,1542
5,6,1488,1584
6,13,1419,1513
7,8,1402,1442
8,19,1381,1401
9,1,1381,1414
10,0,1353,1399
11,9,1344,1338
12,18,1295,1299
13,11,1263,1278
14,4,1240,1327
15,2,1225,1265
16,10,1192,1268
17,14,1132,1098
18,16,1118,1141
19,5,1082,1084
