,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,5.10702591327572e-15,0.03559644106043021,-0.008607275419397882,-0.008481650261123314,-0.04538380073825611,-0.011303460079845295,-0.009498862919940487,0.03991068682770984,-0.04885787690258654,-0.0017394707970122755
AGEP,0.03559644106043021,5.551115123125783e-16,-0.06446785662024096,-0.02076714277868802,0.1627484218203355,0.1165467520261254,0.100967958341599,0.17612411942015582,0.1417205964779803,-0.0562569839831899
SEX,-0.008607275419397882,-0.06446785662024096,0.0,0.054499892236590596,0.010696579399259824,0.02935487287534053,0.03318978304684255,0.055390833637796524,-0.012124720101530689,-0.0003169506634410346
MSP,-0.008481650261123314,-0.02076714277868802,0.054499892236590596,-3.552713678800501e-15,0.018965892844443805,-0.0044550707951796715,0.1899004219185303,0.24179160444321435,-0.05218825423408226,0.008991579972390085
HISP,-0.04538380073825611,0.1627484218203355,0.010696579399259824,0.018965892844443805,-5.995204332975845e-15,-0.1414767206657731,-0.12912532562136245,-0.09880259333881831,-0.055387596727943925,0.06044779157708974
RAC1P,-0.011303460079845295,0.1165467520261254,0.02935487287534053,-0.0044550707951796715,-0.1414767206657731,-1.532107773982716e-14,-0.05296393614770868,-0.03961854975408394,-0.009923241367742986,0.0680085535609698
NOC,-0.009498862919940487,0.100967958341599,0.03318978304684255,0.1899004219185303,-0.12912532562136245,-0.05296393614770868,0.0,-0.04743166010837163,-0.13877468781271568,0.06917505659486589
NPF,0.03991068682770984,0.17612411942015582,0.055390833637796524,0.24179160444321435,-0.09880259333881831,-0.03961854975408394,-0.04743166010837163,-3.6637359812630166e-15,-0.016861700932794536,0.11479190316135832
OWN_RENT,-0.04885787690258654,0.1417205964779803,-0.012124720101530689,-0.05218825423408226,-0.055387596727943925,-0.009923241367742986,-0.13877468781271568,-0.016861700932794536,0.0,0.0016369567026994977
PINCP_DECILE,-0.0017394707970122755,-0.0562569839831899,-0.0003169506634410346,0.008991579972390085,0.06044779157708974,0.0680085535609698,0.06917505659486589,0.11479190316135832,0.0016369567026994977,0.0
