,PWGTP,count_target,count_deidentified
0,13,1473,32
1,6,1459,26
2,8,1430,35
3,5,1421,29
4,3,1416,34
5,16,1411,41
6,1,1395,39
7,12,1391,38
8,2,1387,39
9,19,1369,56
10,17,1360,51
11,18,1344,30
12,10,1343,45
13,11,1336,35
14,14,1321,36
15,0,1317,59
16,15,1303,43
17,7,1283,28
18,9,1280,33
19,4,1214,23
