,AGEP,count_target,count_deidentified
0,3,1716,22.0
1,12,1630,45.0
2,15,1550,54.0
3,17,1531,58.0
4,7,1511,36.0
5,6,1488,17.0
6,13,1419,39.0
7,8,1402,27.0
8,19,1381,150.0
9,1,1381,16.0
10,0,1353,0.0
11,9,1344,26.0
12,18,1295,75.0
13,11,1263,31.0
14,4,1240,34.0
15,2,1225,20.0
16,10,1192,22.0
17,14,1132,45.0
18,16,1118,23.0
19,5,1082,12.0
