,feature,divergence
1,AGEP,11.258811188811189
23,WGTP,9.580577122460449
22,PWGTP,6.007260634931593
0,PUMA,4.827073967698968
14,PINCP,3.966329173534259
16,POVPIP,3.533714400320899
15,PINCP_DECILE,3.5321267239302547
13,EDU,2.001185122397244
3,MSP,1.5311664438502672
7,NPF,1.379460400348129
11,INDP,1.0766223568217508
19,DPHY,1.0685824428674362
12,INDP_CAT,0.9592245177141878
2,SEX,0.94248039914469
10,DENSITY,0.7456563706563707
9,OWN_RENT,0.5905416996896994
6,NOC,0.5436878822886285
5,RAC1P,0.41713758614513874
20,DEYE,0.19209028060683683
21,DEAR,0.18185521035589924
8,HOUSING_TYPE,0.15527735830481113
18,DREM,0.1178883465277493
4,HISP,0.052965443778435775
17,DVET,0.0076579878875502085
