,PINCP,count_target,count_deidentified
0,-1,1682,1661
1,1,978,1001
2,19,398,958
3,7,392,311
4,12,388,327
5,4,388,296
6,5,388,265
7,15,387,185
8,17,386,389
9,11,385,413
10,8,380,232
11,9,375,336
12,10,374,465
13,14,373,348
14,13,371,418
15,16,371,330
16,3,369,357
17,6,366,270
18,18,365,444
19,2,148,259
20,0,12,11
