,NPF,count_target,count_deidentified
0,-1,8043,7927.0
1,2,6625,6521.0
2,4,4317,4434.0
3,3,4213,4166.0
4,5,2300,2296.0
5,6,1000,996.0
6,7,346,190.0
7,8,235,268.0
8,9,75,0.0
9,10,41,42.0
10,12,36,359.0
11,11,22,54.0
