,PUMA,count_target,count_deidentified
0,8,2496,2420
1,16,2298,2221
2,12,1978,1948
3,5,1574,1581
4,19,1570,1543
5,2,1547,1516
6,7,1374,1311
7,13,1365,1267
8,3,1326,1349
9,18,1269,1264
10,17,1250,1139
11,4,1231,1214
12,10,1185,1379
13,15,1154,1166
14,1,1051,1092
15,9,1028,1050
16,11,1002,1024
17,14,963,1050
18,6,855,946
19,0,737,773
