,RAC1P,count_target,count_deidentified
0,1,7831,7911.0
1,2,627,653.0
2,8,255,209.0
3,9,253,0.0
4,6,249,415.0
5,3,43,1.0
6,5,7,87.0
7,7,7,0.0
8,4,4,0.0
