,NPF,count_target,count_deidentified
0,-1,1657.0,1598
1,2,1294.0,1283
2,4,1063.0,905
3,3,905.0,924
4,5,391.0,513
5,6,158.0,205
6,7,63.0,67
7,8,24.0,46
8,12,12.0,3
9,9,0.0,15
10,10,0.0,25
11,11,0.0,3
