,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-2.220446049250313e-16,-0.030903241460184902,-0.14794626674386058,0.076492791773844,-0.008402894129243194,0.038578679804053426,-0.28189511590197835,-0.29572757122761134,-0.07749418145344478,0.13336290037932166
SEX,-0.030903241460184902,1.1102230246251565e-16,-0.013138104523743963,0.005824776755409716,-0.01630028389314092,0.0018482516202136647,-0.008453824998951238,0.141617450507883,0.09062256187427359,-0.019173088603834577
MSP,-0.14794626674386058,-0.013138104523743966,0.0,0.04234727846030865,-0.20202291275753592,0.011471063000855052,0.012338785180353445,-0.01915684830878446,0.05623437070366698,-0.0018215790122924902
RAC1P,0.076492791773844,0.005824776755409716,0.042347278460308654,0.0,-0.04113165442849307,-0.04459500556918468,0.048378189857985324,0.10581138737659015,-0.006631479048726966,-0.04548777510798466
HOUSING_TYPE,-0.0084028941292432,-0.01630028389314092,-0.20202291275753587,-0.04113165442849307,0.0,0.449636241659952,0.09179430207291508,0.17693497663887248,0.006434143989778223,0.05388359480595901
OWN_RENT,0.03857867980405342,0.001848251620213663,0.011471063000855056,-0.04459500556918468,0.449636241659952,-1.1102230246251565e-16,-0.039693830954999336,-0.06449237068373462,0.04386323254325907,0.0037964601777195385
EDU,-0.28189511590197835,-0.00845382499895124,0.012338785180353473,0.04837818985798532,0.09179430207291508,-0.03969383095499934,0.0,-0.07174645756998094,-0.0046913066086237964,-0.027787651666477862
PINCP_DECILE,-0.2957275712276114,0.141617450507883,-0.019156848308784447,0.10581138737659015,0.17693497663887242,-0.06449237068373462,-0.07174645756998094,0.0,-0.041174411776660175,-0.02916921786721052
DVET,-0.07749418145344478,0.09062256187427359,0.05623437070366698,-0.006631479048726966,0.006434143989778222,0.043863232543259065,-0.004691306608623798,-0.041174411776660175,0.0,0.003426379314029865
DEYE,0.13336290037932166,-0.019173088603834574,-0.0018215790122924833,-0.045487775107984664,0.05388359480595901,0.003796460177719542,-0.027787651666477862,-0.029169217867210523,0.0034263793140298718,0.0
