,AGEP,count_target,count_deidentified
0,13,490,0.0
1,9,426,9.0
2,17,424,4.0
3,6,414,6.0
4,0,413,14.0
5,10,408,4.0
6,4,404,15.0
7,5,390,14.0
8,18,387,0.0
9,19,379,0.0
10,1,375,23.0
11,3,374,17.0
12,16,372,5.0
13,8,355,8.0
14,7,346,6.0
15,14,342,5.0
16,12,339,3.0
17,15,335,1.0
18,2,332,13.0
19,11,329,5.0
