,RAC1P,count_target,count_deidentified
0,1,7831,7743.0
1,2,627,664.0
2,8,255,256.0
3,9,253,285.0
4,6,249,267.0
5,3,43,52.0
6,5,7,6.0
7,7,7,3.0
8,4,4,0.0
