,PUMA,count_target,count_deidentified
0,8,2496,2513
1,16,2298,2290
2,12,1978,1962
3,5,1574,1597
4,19,1570,1564
5,2,1547,1553
6,7,1374,1356
7,13,1365,1349
8,3,1326,1334
9,18,1269,1269
10,17,1250,1255
11,4,1231,1212
12,10,1185,1185
13,15,1154,1162
14,1,1051,1058
15,9,1028,1042
16,11,1002,993
17,14,963,952
18,6,855,856
19,0,737,751
