,NPF,count_target,count_deidentified
0,-1,8043,8038
1,2,6625,6627
2,4,4317,4307
3,3,4213,4220
4,5,2300,2305
5,6,1000,995
6,7,346,337
7,8,235,230
8,9,75,81
9,10,41,53
10,12,36,37
11,11,22,23
