,RAC1P,count_target,count_deidentified
0,1,2268.0,2484
1,6,312.0,173
2,9,68.0,56
3,2,49.0,70
4,8,29.0,6
5,3,3.0,15
6,5,0.0,27
7,7,0.0,14
