,EDU,count_target,count_deidentified
0,9,603,635
1,10,400,368
2,5,386,407
3,7,382,423
4,3,229,261
5,4,182,167
6,8,144,154
7,12,89,67
8,2,75,76
9,-1,71,98
10,11,69,75
11,1,60,68
12,6,39,46
