,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,5.551115123125783e-16,0.05247711107664007,0.10732234459764403,,0.022621897391028892,-0.04011392649991008,0.02137747465911713,0.014321959799410616
SEX,0.05247711107664007,-1.4432899320127035e-15,0.11499344259045971,,-0.06853211109560747,0.1101164251905915,-0.029571512284798568,0.015168873141686037
MSP,0.10732234459764403,0.11499344259045971,0.0,,0.09348967248104711,-0.13953747513810832,-0.07832432445383561,-0.05892519226742709
RAC1P,,,,,,,,
HOUSING_TYPE,0.022621897391028892,-0.06853211109560747,0.09348967248104711,,3.5416114485542494e-14,-0.178498551967189,-0.025547009630838148,-0.007085216559590948
OWN_RENT,-0.04011392649991008,0.1101164251905915,-0.13953747513810832,,-0.178498551967189,-1.1102230246251565e-16,-0.02617041553416576,0.02792305030269262
DVET,0.02137747465911713,-0.029571512284798568,-0.07832432445383561,,-0.025547009630838148,-0.02617041553416576,0.0,0.02848361115807203
DEYE,0.014321959799410616,0.015168873141686037,-0.05892519226742709,,-0.007085216559590948,0.02792305030269262,0.02848361115807203,-2.220446049250313e-16
