,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,5.551115123125783e-16,0.011721211033808819,-0.013500686957811023,0.051369073997887246,-0.01955649767519259,0.020216818054466124,-0.04347556134676955,-0.06254513495580172,-0.08564395036212306,0.09132741377371414
SEX,0.011721211033808819,0.0,0.005367191628260043,0.01183107832278524,-0.013976611762363164,0.002550154200112847,-0.0034255757205406134,0.0006022973024024658,-0.0040611893800066995,0.015284511281268016
MSP,-0.013500686957811023,0.005367191628260043,0.0,-0.014166053971603074,-0.010970092116299734,0.003410748993548301,-1.4128802765689397e-05,-0.006004251138755745,0.022316049378413215,-0.008099152434178004
RAC1P,0.051369073997887246,0.01183107832278524,-0.014166053971603074,0.0,0.08341402915432929,-0.042237947027962804,0.02662807065056423,0.022596166484294744,0.0009178176745229059,-0.03288131558431823
HOUSING_TYPE,-0.01955649767519259,-0.013976611762363164,-0.010970092116299734,0.08341402915432929,3.5416114485542494e-14,0.014607934896381014,0.0037634593711264016,-0.013667396884045252,0.027879435724479838,0.05639870067544378
OWN_RENT,0.020216818054466124,0.002550154200112847,0.003410748993548301,-0.042237947027962804,0.014607934896381014,-2.2537527399890678e-14,-0.008391999908306774,0.012554246230072535,0.012649732974385597,0.0032173354168505714
EDU,-0.04347556134676955,-0.0034255757205406134,-1.4128802765689397e-05,0.02662807065056423,0.0037634593711264016,-0.008391999908306774,4.107825191113079e-15,-0.009270446785804576,-0.08022501888570474,-0.03307128292818833
PINCP_DECILE,-0.06254513495580172,0.0006022973024024658,-0.006004251138755745,0.022596166484294744,-0.013667396884045252,0.012554246230072535,-0.009270446785804576,-4.3298697960381105e-15,-0.07621707501892494,-0.020375943629725498
DVET,-0.08564395036212306,-0.0040611893800066995,0.022316049378413215,0.0009178176745229059,0.027879435724479838,0.012649732974385597,-0.08022501888570474,-0.07621707501892494,-1.0880185641326534e-14,0.004304086109272537
DEYE,0.09132741377371414,0.015284511281268016,-0.008099152434178004,-0.03288131558431823,0.05639870067544378,0.0032173354168505714,-0.03307128292818833,-0.020375943629725498,0.004304086109272537,0.0
