,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,-1.3322676295501878e-15,0.0012135911054267437,0.09719329666326997,,-0.01735527582600699,-0.0018512179692084518,0.01750277067014007,0.009465002970576827
SEX,0.0012135911054267437,0.0,0.020208938910080083,,-0.04153889496593004,0.028379194514944854,-0.02643732918518092,0.033718476014147146
MSP,0.09719329666326997,0.020208938910080083,0.0,,-0.044025948183745,-0.13176387546326218,0.0014663782652360562,0.012879898852585399
RAC1P,,,,,,,,
HOUSING_TYPE,-0.01735527582600699,-0.04153889496593004,-0.044025948183745,,-2.7755575615628914e-15,-0.05537649944733014,-0.002050426972633565,0.027272545729695216
OWN_RENT,-0.0018512179692084518,0.028379194514944854,-0.13176387546326218,,-0.05537649944733014,3.774758283725532e-15,-0.0021433257321603156,-0.018354895687588847
DVET,0.01750277067014007,-0.02643732918518092,0.0014663782652360562,,-0.002050426972633565,-0.0021433257321603156,6.661338147750939e-16,-0.04544516638062961
DEYE,0.009465002970576827,0.033718476014147146,0.012879898852585399,,0.027272545729695216,-0.018354895687588847,-0.04544516638062961,-4.884981308350689e-15
