,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,2.55351295663786e-15,-0.12532937506389888,0.014787727374319768,0.01730489614172747,0.06392170849308239,0.19602693508174657,0.025852833047999457,0.016500987235392825,-0.01349868788815159,0.07096475094191128,0.16654847738332113,0.04492790001354023,0.09819684383731662,-0.026604771385584855,-0.02005541396491889,0.04005660320614106,0.038330462124899566,0.010670232575814167,0.06546245183275015
AGEP,-0.12532937506389888,0.0,-0.056309997854144214,-0.01785315776577906,0.0891349698796368,0.17349439151136756,0.42322279384277717,0.31743006538846685,0.13526953758951538,-0.014251568959951262,0.1308066940916696,-0.07111749870476326,-0.4660083323134143,-0.4923438687281766,-0.07640836979479106,-0.29197851389638174,-0.1921038147095535,0.1647863293562897,0.2527037635385358
SEX,0.014787727374319768,-0.056309997854144214,-5.218048215738236e-15,0.09163587748768906,0.046662727216670905,-0.022340125628140944,-0.037584092008656075,-0.014098187991267497,0.025676934655826194,0.008620462469902907,-0.014782506111710262,0.06908113621301938,0.005959194137213817,0.017670780999698876,0.07371556462747347,0.007642816412534967,0.02809663851145354,0.003720571447928778,-0.04255833108525542
MSP,0.01730489614172747,-0.01785315776577906,0.09163587748768906,1.1102230246251565e-15,-0.03729778006585441,0.03141400515925971,0.15497607428930588,-0.0030400852612871843,-0.09001514408691402,0.031965311847951414,-0.029337495887225104,0.051660867646192266,-0.00380539214126413,0.034147761061016246,-0.001898986100686657,-0.05906854947388379,-0.06386780818660837,0.006134019978368512,-0.015590460774871931
HISP,0.06392170849308239,0.0891349698796368,0.046662727216670905,-0.03729778006585441,-7.771561172376096e-16,-0.12404216078063549,-0.07538278916955556,-0.05682444805013412,-0.06814733372170809,-0.07940187052585103,-0.04146708704271073,-0.02185637219770487,0.11771593403374933,0.10391286243284076,0.019780707283353478,0.03382124808269913,0.013525637248416681,0.060183429605223424,-0.015615293065882706
RAC1P,0.19602693508174657,0.17349439151136756,-0.022340125628140944,0.03141400515925971,-0.12404216078063549,1.4432899320127035e-15,-0.10994185792769531,-0.07708877831899168,-0.07120773805752828,0.05380645472360778,-0.18909621088866302,0.06143563967803982,0.014887373337317863,0.11353549946388863,0.001061205167122898,-0.04091854747784915,-0.04999858517206786,-0.09081607330419939,-0.1158577197779244
NOC,0.025852833047999457,0.42322279384277717,-0.037584092008656075,0.15497607428930588,-0.07538278916955556,-0.10994185792769531,-1.7763568394002505e-15,-0.11139613374387292,0.018402639686373234,-0.05693075560390137,-0.009203571981300736,0.07178245736614902,0.131316604717618,0.10613756133382213,0.03248215545401853,0.08087603656018015,0.035282374191276,-0.09121733073867921,-0.09632784570298684
NPF,0.016500987235392825,0.31743006538846685,-0.014098187991267497,-0.0030400852612871843,-0.05682444805013412,-0.07708877831899168,-0.11139613374387292,2.1094237467877974e-15,0.015291850855907396,0.03223453852787897,0.0038057528992981593,-0.05259799825687461,0.11163625014224396,0.07045961389363384,0.049794724370692184,0.044504888927548364,0.002208447146815992,-0.10020238291258735,-0.10464823953164211
HOUSING_TYPE,-0.01349868788815159,0.13526953758951538,0.025676934655826194,-0.09001514408691402,-0.06814733372170809,-0.07120773805752828,0.018402639686373234,0.015291850855907396,1.021405182655144e-14,-0.012286614495260695,-0.023029573870091496,0.007989085458360539,0.0337481487305321,0.21146947398085847,-0.003385163021298718,-0.13395287250406096,-0.08647151063036203,0.025492263466700207,-0.0723028315404707
OWN_RENT,0.07096475094191128,-0.014251568959951262,0.008620462469902907,0.031965311847951414,-0.07940187052585103,0.05380645472360778,-0.05693075560390137,0.03223453852787897,-0.012286614495260695,0.0,-0.06044100853182841,0.004503533173246601,0.015636854060037505,-0.08574614436120884,-0.003387723801843042,0.17577874546876227,0.11538798789472722,-0.001574724939715652,0.0788644852979288
DENSITY,0.16654847738332113,0.1308066940916696,-0.014782506111710262,-0.029337495887225104,-0.04146708704271073,-0.18909621088866302,-0.009203571981300736,0.0038057528992981593,-0.023029573870091496,-0.06044100853182841,-4.6629367034256575e-15,-0.048792781488441024,-0.0964918129230497,0.03755647771635966,0.021292250413991035,-0.036293733946621366,-0.04318142658023596,-0.004617231153802536,-0.06808705336321755
INDP_CAT,0.04492790001354023,-0.07111749870476326,0.06908113621301938,0.051660867646192266,-0.02185637219770487,0.06143563967803982,0.07178245736614902,-0.05259799825687461,0.007989085458360539,0.004503533173246601,-0.048792781488441024,-6.661338147750939e-16,-0.1564326264132056,-0.1900501058067619,0.021662537506595143,-0.0897412920235571,-0.12135104872054217,-0.10396242679292084,-0.13441674826935862
EDU,0.09819684383731662,-0.4660083323134143,0.005959194137213817,-0.00380539214126413,0.11771593403374933,0.014887373337317863,0.131316604717618,0.11163625014224396,0.0337481487305321,0.015636854060037505,-0.0964918129230497,-0.1564326264132056,2.3314683517128287e-15,-0.2662273528198059,0.024235336328214493,-0.07599266463896726,-0.08227700107651953,-0.02981868964398334,-0.021448667603778837
PINCP_DECILE,-0.026604771385584855,-0.4923438687281766,0.017670780999698876,0.034147761061016246,0.10391286243284076,0.11353549946388863,0.10613756133382213,0.07045961389363384,0.21146947398085847,-0.08574614436120884,0.03755647771635966,-0.1900501058067619,-0.2662273528198059,2.55351295663786e-15,-0.01933393490395713,-0.07145575101568691,-0.08359240348920216,-0.05964438556553109,-0.03892442849817906
DVET,-0.02005541396491889,-0.07640836979479106,0.07371556462747347,-0.001898986100686657,0.019780707283353478,0.001061205167122898,0.03248215545401853,0.049794724370692184,-0.003385163021298718,-0.003387723801843042,0.021292250413991035,0.021662537506595143,0.024235336328214493,-0.01933393490395713,9.43689570931383e-15,0.012782746219237015,0.029356600570307197,0.027404961964114377,0.10163144886634487
DREM,0.04005660320614106,-0.29197851389638174,0.007642816412534967,-0.05906854947388379,0.03382124808269913,-0.04091854747784915,0.08087603656018015,0.044504888927548364,-0.13395287250406096,0.17577874546876227,-0.036293733946621366,-0.0897412920235571,-0.07599266463896726,-0.07145575101568691,0.012782746219237015,0.0,-0.003700852166499624,-0.013882154842258004,0.06266788588490034
DPHY,0.038330462124899566,-0.1921038147095535,0.02809663851145354,-0.06386780818660837,0.013525637248416681,-0.04999858517206786,0.035282374191276,0.002208447146815992,-0.08647151063036203,0.11538798789472722,-0.04318142658023596,-0.12135104872054217,-0.08227700107651953,-0.08359240348920216,0.029356600570307197,-0.003700852166499624,1.1102230246251565e-16,-0.004086811519712283,0.07402640056587764
DEYE,0.010670232575814167,0.1647863293562897,0.003720571447928778,0.006134019978368512,0.060183429605223424,-0.09081607330419939,-0.09121733073867921,-0.10020238291258735,0.025492263466700207,-0.001574724939715652,-0.004617231153802536,-0.10396242679292084,-0.02981868964398334,-0.05964438556553109,0.027404961964114377,-0.013882154842258004,-0.004086811519712283,0.0,0.3525529878788319
DEAR,0.06546245183275015,0.2527037635385358,-0.04255833108525542,-0.015590460774871931,-0.015615293065882706,-0.1158577197779244,-0.09632784570298684,-0.10464823953164211,-0.0723028315404707,0.0788644852979288,-0.06808705336321755,-0.13441674826935862,-0.021448667603778837,-0.03892442849817906,0.10163144886634487,0.06266788588490034,0.07402640056587764,0.3525529878788319,-3.552713678800501e-15
