,POVPIP,count_target,count_deidentified
0,16,3401,3693
1,3,467,444
2,7,460,401
3,10,460,433
4,8,459,401
5,2,457,413
6,0,454,405
7,11,451,459
8,1,450,443
9,4,448,397
10,5,447,468
11,9,447,468
12,6,445,414
13,12,231,226
14,-1,199,211
