,PINCP_DECILE,count_target,count_deidentified
0,-1,582,168
1,0,549,231
2,9,523,391
3,2,495,135
4,3,413,167
5,8,395,190
6,5,380,185
7,4,347,129
8,1,337,123
9,7,313,147
10,6,300,133
