,SEX,OWN_RENT,DPHY,DEYE,DEAR
SEX,0.0,0.020390837172835193,-0.019144672462360755,0.00834692923662539,-0.016310576782695582
OWN_RENT,0.020390837172835193,-1.687538997430238e-14,0.005729653370448454,-0.019425751166613575,0.001690500608256022
DPHY,-0.019144672462360755,0.005729653370448454,-1.0769163338864018e-14,-0.012264057354460366,-0.008833193053941833
DEYE,0.00834692923662539,-0.019425751166613575,-0.012264057354460366,1.176836406102666e-14,0.019776252482797962
DEAR,-0.016310576782695582,0.001690500608256022,-0.008833193053941833,0.019776252482797962,7.993605777301127e-15
