,EDU,count_target,count_deidentified
0,9,1245,1234
1,7,752,769
2,10,715,683
3,5,528,496
4,3,496,465
5,4,466,436
6,11,241,288
7,12,192,272
8,8,166,151
9,-1,135,152
10,6,132,131
11,1,126,184
12,2,119,82
