,INDP_CAT,count_target,count_deidentified
0,-1,978,980
1,10,343,344
2,11,215,211
3,12,197,203
4,6,179,185
5,4,170,156
6,14,153,159
7,9,143,139
8,3,85,86
9,15,78,72
10,16,61,53
11,8,53,60
12,13,48,44
13,7,44,46
14,5,35,36
15,17,11,17
16,2,10,6
17,18,7,6
18,0,2,6
